"year","county","fips","total_population"
2009,"Columbus",37047,115348
2009,"Craven",37049,204762
2009,"Cumberland",37051,638080
2009,"Currituck",37053,47030
2009,"Dare",37055,68030
2009,"Davidson",37057,322084
2009,"Davie",37059,81656
2009,"Duplin",37061,115576
2009,"Durham",37063,527202
2009,"Edgecombe",37065,112380
2009,"Forsyth",37067,694666
2009,"Franklin",37069,119004
2009,"Gaston",37071,410752
2009,"Gates",37073,24290
2009,"Graham",37075,17544
2009,"Granville",37077,119058
2009,"Greene",37079,42436
2009,"Guilford",37081,964904
2009,"Halifax",37083,109770
2009,"Harnett",37085,224006
2009,"Haywood",37087,117360
2009,"Henderson",37089,210790
2009,"Hertford",37091,49260
2009,"Hoke",37093,91946
2009,"Hyde",37095,11682
2009,"Iredell",37097,314854
2009,"Jackson",37099,78966
2009,"Johnston",37101,330222
2009,"Jones",37103,20258
2009,"Lee",37105,114594
2009,"Lenoir",37107,118862
2009,"Lincoln",37109,154194
2009,"Macon",37113,67708
2009,"Madison",37115,41328
2009,"Martin",37117,49016
2009,"McDowell",37111,89712
2009,"Mecklenburg",37119,1812946
2009,"Mitchell",37121,31204
2009,"Montgomery",37123,55598
2009,"Moore",37125,174454
2009,"Nash",37127,189490
2009,"New Hanover",37129,400530
2009,"Northampton",37131,44078
2009,"Onslow",37133,365092
2009,"Orange",37135,264430
2009,"Pamlico",37137,26232
2009,"Pasquotank",37139,81432
2009,"Pender",37141,102708
2009,"Perquimans",37143,26694
2009,"Person",37145,78194
2009,"Pitt",37147,329204
2009,"Polk",37149,40548
2009,"Randolph",37151,281266
2009,"Richmond",37153,93370
2009,"Robeson",37155,266324
2009,"Rockingham",37157,186546
2009,"Rowan",37159,275512
2009,"Rutherford",37161,134452
2009,"Sampson",37163,126634
2009,"Scotland",37165,72660
2009,"Stanly",37167,120410
2009,"State",37000,18870792
2009,"Stokes",37169,94322
2009,"Surry",37171,146672
2009,"Swain",37173,27728
2009,"Transylvania",37175,65576
2009,"Tyrrell",37177,8820
2009,"Union",37179,394746
2009,"Vance",37181,90534
2009,"Wake",37183,1764688
2009,"Warren",37185,41602
2009,"Washington",37187,26486
2009,"Watauga",37189,100242
2009,"Wayne",37191,243704
2009,"Wilkes",37193,138214
2009,"Wilson",37195,161354
2009,"Yadkin",37197,76526
2009,"Yancey",37199,35744
2010,"Alamance",37001,302930
2010,"Alexander",37003,74366
2010,"Alleghany",37005,22240
2010,"Anson",37007,53554
2010,"Ashe",37009,54386
2010,"Avery",37011,35576
2010,"Beaufort",37013,95500
2010,"Bertie",37015,42394
2010,"Bladen",37017,70076
2010,"Brunswick",37019,215720
2010,"Buncombe",37021,477692
2010,"Burke",37023,180928
2010,"Cabarrus",37025,357514
2010,"Caldwell",37027,165880
2010,"Camden",37029,20000
2010,"Carteret",37031,133230
2010,"Caswell",37033,47454
2010,"Catawba",37035,309520
2010,"Chatham",37037,127672
2010,"Cherokee",37039,54830
2010,"Chowan",37041,29450
2010,"Clay",37043,21194
2010,"Cleveland",37045,195770
2010,"Columbus",37047,115710
2010,"Craven",37049,208246
2010,"Cumberland",37051,654550
2010,"Currituck",37053,47304
2010,"Dare",37055,67908
2010,"Davidson",37057,325606
2010,"Davie",37059,82462
2010,"Duplin",37061,116694
2010,"Durham",37063,542972
2010,"Edgecombe",37065,112996
2010,"Forsyth",37067,702868
2010,"Franklin",37069,121530
2010,"Gaston",37071,412388
2010,"Gates",37073,24252
2010,"Graham",37075,17692
2010,"Granville",37077,115348
2010,"Greene",37079,42480
2010,"Guilford",37081,979344
2010,"Halifax",37083,108822
2010,"Harnett",37085,231386
2010,"Haywood",37087,117790
2010,"Henderson",37089,213696
2010,"Hertford",37091,49432
2010,"Hoke",37093,94892
2010,"Hyde",37095,11592
2010,"Iredell",37097,319708
2010,"Jackson",37099,80708
2010,"Johnston",37101,339562
2010,"Jones",37103,20238
2010,"Lee",37105,115826
2010,"Lenoir",37107,118872
2010,"Lincoln",37109,156166
2010,"Macon",37113,67934
2010,"Madison",37115,41532
2010,"Martin",37117,48964
2010,"McDowell",37111,90106
2010,"Mecklenburg",37119,1846688
2010,"Mitchell",37121,31008
2010,"Montgomery",37123,55318
2010,"Moore",37125,177034
2010,"Nash",37127,191564
2010,"New Hanover",37129,406184
2010,"Northampton",37131,43922
2010,"Onslow",37133,373782
2010,"Orange",37135,268020
2010,"Pamlico",37137,26164
2010,"Pasquotank",37139,81270
2010,"Pender",37141,104666
2010,"Perquimans",37143,26914
2010,"Person",37145,78748
2010,"Pitt",37147,337134
2010,"Polk",37149,40826
2010,"Randolph",37151,283916
2010,"Richmond",37153,93172
2010,"Robeson",37155,268132
2010,"Rockingham",37157,187296
2010,"Rowan",37159,276834
2010,"Rutherford",37161,135242
2010,"Sampson",37163,126812
2010,"Scotland",37165,72056
2010,"Stanly",37167,121066
2010,"State",37000,NA
2010,"Stokes",37169,94534
2010,"Surry",37171,147432
2010,"Swain",37173,27996
2010,"Transylvania",37175,66066
2010,"Tyrrell",37177,8808
2010,"Union",37179,404200
2010,"Vance",37181,90424
2010,"Wake",37183,1815028
2010,"Warren",37185,41880
2010,"Washington",37187,26174
2010,"Watauga",37189,101800
2010,"Wayne",37191,245344
2010,"Wilkes",37193,138314
2010,"Wilson",37195,162380
2010,"Yadkin",37197,76820
2010,"Yancey",37199,35594
2011,"Alamance",37001,304200
2011,"Alexander",37003,73936
2011,"Alleghany",37005,22006
2011,"Anson",37007,52808
2011,"Ashe",37009,53958
2011,"Avery",37011,35788
2011,"Beaufort",37013,95176
2011,"Bertie",37015,41514
2011,"Bladen",37017,68918
2011,"Brunswick",37019,218648
2011,"Buncombe",37021,484550
2011,"Burke",37023,179610
2011,"Cabarrus",37025,363068
2011,"Caldwell",37027,165230
2011,"Camden",37029,19984
2011,"Carteret",37031,134708
2011,"Caswell",37033,47290
2011,"Catawba",37035,310140
2011,"Chatham",37037,128766
2011,"Cherokee",37039,54790
2011,"Chowan",37041,29550
2011,"Clay",37043,21310
2011,"Cleveland",37045,195160
2011,"Columbus",37047,114968
2011,"Craven",37049,208636
2011,"Cumberland",37051,662206
2011,"Currituck",37053,47794
2011,"Dare",37055,68304
2011,"Davidson",37057,325808
2011,"Davie",37059,82390
2011,"Duplin",37061,116208
2011,"Durham",37063,553054
2011,"Edgecombe",37065,111618
2011,"Forsyth",37067,709322
2011,"Franklin",37069,121208
2011,"Gaston",37071,415402
2011,"Gates",37073,23790
2011,"Graham",37075,17550
2011,"Granville",37077,115440
2011,"Greene",37079,42894
2011,"Guilford",37081,990802
2011,"Halifax",37083,108024
2011,"Harnett",37085,236736
2011,"Haywood",37087,118068
2011,"Henderson",37089,214182
2011,"Hertford",37091,49068
2011,"Hoke",37093,97868
2011,"Hyde",37095,11468
2011,"Iredell",37097,322620
2011,"Jackson",37099,80638
2011,"Johnston",37101,345130
2011,"Jones",37103,20486
2011,"Lee",37105,116864
2011,"Lenoir",37107,118712
2011,"Lincoln",37109,156362
2011,"Macon",37113,67830
2011,"Madison",37115,41656
2011,"Martin",37117,48222
2011,"McDowell",37111,89872
2011,"Mecklenburg",37119,1882714
2011,"Mitchell",37121,30634
2011,"Montgomery",37123,55120
2011,"Moore",37125,177992
2011,"Nash",37127,191328
2011,"New Hanover",37129,411050
2011,"Northampton",37131,43204
2011,"Onslow",37133,372812
2011,"Orange",37135,270828
2011,"Pamlico",37137,26232
2011,"Pasquotank",37139,80330
2011,"Pender",37141,105996
2011,"Perquimans",37143,26996
2011,"Person",37145,78630
2011,"Pitt",37147,338290
2011,"Polk",37149,40224
2011,"Randolph",37151,283684
2011,"Richmond",37153,92838
2011,"Robeson",37155,265938
2011,"Rockingham",37157,186366
2011,"Rowan",37159,276370
2011,"Rutherford",37161,134942
2011,"Sampson",37163,126360
2011,"Scotland",37165,72540
2011,"Stanly",37167,120872
2011,"State",37000,NA
2011,"Stokes",37169,93946
2011,"Surry",37171,146610
2011,"Swain",37173,28300
2011,"Transylvania",37175,65596
2011,"Tyrrell",37177,8614
2011,"Union",37179,408682
2011,"Vance",37181,90372
2011,"Wake",37183,1854282
2011,"Warren",37185,41802
2011,"Washington",37187,25772
2011,"Watauga",37189,102936
2011,"Wayne",37191,246380
2011,"Wilkes",37193,137560
2011,"Wilson",37195,161768
2011,"Yadkin",37197,76504
2011,"Yancey",37199,35618
2012,"Alamance",37001,305604
2012,"Alexander",37003,73878
2012,"Alleghany",37005,21734
2012,"Anson",37007,52006
2012,"Ashe",37009,53818
2012,"Avery",37011,35516
2012,"Beaufort",37013,94422
2012,"Bertie",37015,40436
2012,"Bladen",37017,67960
2012,"Brunswick",37019,221434
2012,"Buncombe",37021,491290
2012,"Burke",37023,177640
2012,"Cabarrus",37025,370028
2012,"Caldwell",37027,164078
2012,"Camden",37029,19758
2012,"Carteret",37031,135514
2012,"Caswell",37033,46672
2012,"Catawba",37035,311468
2012,"Chatham",37037,130220
2012,"Cherokee",37039,54532
2012,"Chowan",37041,29196
2012,"Clay",37043,21244
2012,"Cleveland",37045,194500
2012,"Columbus",37047,113786
2012,"Craven",37049,209486
2012,"Cumberland",37051,660756
2012,"Currituck",37053,47926
2012,"Dare",37055,69084
2012,"Davidson",37057,325420
2012,"Davie",37059,82226
2012,"Duplin",37061,114364
2012,"Durham",37063,565170
2012,"Edgecombe",37065,110382
2012,"Forsyth",37067,715996
2012,"Franklin",37069,122140
2012,"Gaston",37071,418000
2012,"Gates",37073,23596
2012,"Graham",37075,17396
2012,"Granville",37077,115282
2012,"Greene",37079,42212
2012,"Guilford",37081,1003936
2012,"Halifax",37083,106952
2012,"Harnett",37085,241636
2012,"Haywood",37087,117780
2012,"Henderson",37089,214830
2012,"Hertford",37091,48232
2012,"Hoke",37093,99156
2012,"Hyde",37095,11162
2012,"Iredell",37097,326856
2012,"Jackson",37099,81124
2012,"Johnston",37101,350182
2012,"Jones",37103,20480
2012,"Lee",37105,118196
2012,"Lenoir",37107,117716
2012,"Lincoln",37109,156898
2012,"Macon",37113,68062
2012,"Madison",37115,41996
2012,"Martin",37117,47454
2012,"McDowell",37111,89738
2012,"Mecklenburg",37119,1924052
2012,"Mitchell",37121,30602
2012,"Montgomery",37123,54530
2012,"Moore",37125,179882
2012,"Nash",37127,189944
2012,"New Hanover",37129,416252
2012,"Northampton",37131,41832
2012,"Onslow",37133,382072
2012,"Orange",37135,277068
2012,"Pamlico",37137,25860
2012,"Pasquotank",37139,80132
2012,"Pender",37141,106802
2012,"Perquimans",37143,27104
2012,"Person",37145,77646
2012,"Pitt",37147,340280
2012,"Polk",37149,39658
2012,"Randolph",37151,284434
2012,"Richmond",37153,91518
2012,"Robeson",37155,262432
2012,"Rockingham",37157,185150
2012,"Rowan",37159,276872
2012,"Rutherford",37161,133990
2012,"Sampson",37163,125864
2012,"Scotland",37165,71996
2012,"Stanly",37167,120038
2012,"State",37000,NA
2012,"Stokes",37169,92974
2012,"Surry",37171,145974
2012,"Swain",37173,28712
2012,"Transylvania",37175,65208
2012,"Tyrrell",37177,8112
2012,"Union",37179,414822
2012,"Vance",37181,89668
2012,"Wake",37183,1900616
2012,"Warren",37185,41102
2012,"Washington",37187,25016
2012,"Watauga",37189,103738
2012,"Wayne",37191,246808
2012,"Wilkes",37193,137040
2012,"Wilson",37195,161020
2012,"Yadkin",37197,76158
2012,"Yancey",37199,35618
2013,"Alamance",37001,307286
2013,"Alexander",37003,73674
2013,"Alleghany",37005,21752
2013,"Anson",37007,50818
2013,"Ashe",37009,53514
2013,"Avery",37011,35526
2013,"Beaufort",37013,93580
2013,"Bertie",37015,39864
2013,"Bladen",37017,66774
2013,"Brunswick",37019,225370
2013,"Buncombe",37021,498650
2013,"Burke",37023,175900
2013,"Cabarrus",37025,377350
2013,"Caldwell",37027,163230
2013,"Camden",37029,19882
2013,"Carteret",37031,136402
2013,"Caswell",37033,46918
2013,"Catawba",37035,311280
2013,"Chatham",37037,132096
2013,"Cherokee",37039,54434
2013,"Chowan",37041,29262
2013,"Clay",37043,21392
2013,"Cleveland",37045,193654
2013,"Columbus",37047,112168
2013,"Craven",37049,207146
2013,"Cumberland",37051,665524
2013,"Currituck",37053,48354
2013,"Dare",37055,69616
2013,"Davidson",37057,326132
2013,"Davie",37059,82308
2013,"Duplin",37061,112132
2013,"Durham",37063,575996
2013,"Edgecombe",37065,108782
2013,"Forsyth",37067,721292
2013,"Franklin",37069,123264
2013,"Gaston",37071,420768
2013,"Gates",37073,22872
2013,"Graham",37075,17230
2013,"Granville",37077,114982
2013,"Greene",37079,41526
2013,"Guilford",37081,1015452
2013,"Halifax",37083,105404
2013,"Harnett",37085,245302
2013,"Haywood",37087,118306
2013,"Henderson",37089,216498
2013,"Hertford",37091,47942
2013,"Hoke",37093,99888
2013,"Hyde",37095,11106
2013,"Iredell",37097,331480
2013,"Jackson",37099,81196
2013,"Johnston",37101,355920
2013,"Jones",37103,20204
2013,"Lee",37105,118896
2013,"Lenoir",37107,116434
2013,"Lincoln",37109,157470
2013,"Macon",37113,68402
2013,"Madison",37115,42128
2013,"Martin",37117,46828
2013,"McDowell",37111,89372
2013,"Mecklenburg",37119,1983140
2013,"Mitchell",37121,30500
2013,"Montgomery",37123,53830
2013,"Moore",37125,181546
2013,"Nash",37127,188240
2013,"New Hanover",37129,422000
2013,"Northampton",37131,40808
2013,"Onslow",37133,386528
2013,"Orange",37135,279570
2013,"Pamlico",37137,25402
2013,"Pasquotank",37139,78638
2013,"Pender",37141,108344
2013,"Perquimans",37143,27078
2013,"Person",37145,77392
2013,"Pitt",37147,340568
2013,"Polk",37149,39720
2013,"Randolph",37151,284168
2013,"Richmond",37153,90682
2013,"Robeson",37155,258798
2013,"Rockingham",37157,183704
2013,"Rowan",37159,278286
2013,"Rutherford",37161,132648
2013,"Sampson",37163,125190
2013,"Scotland",37165,71360
2013,"Stanly",37167,120122
2013,"State",37000,NA
2013,"Stokes",37169,91804
2013,"Surry",37171,144566
2013,"Swain",37173,28868
2013,"Transylvania",37175,65044
2013,"Tyrrell",37177,8038
2013,"Union",37179,421760
2013,"Vance",37181,88070
2013,"Wake",37183,1944990
2013,"Warren",37185,40416
2013,"Washington",37187,24832
2013,"Watauga",37189,103604
2013,"Wayne",37191,245586
2013,"Wilkes",37193,136020
2013,"Wilson",37195,159440
2013,"Yadkin",37197,75744
2013,"Yancey",37199,35602
2014,"Alamance",37001,311116
2014,"Alexander",37003,73646
2014,"Alleghany",37005,21848
2014,"Anson",37007,50276
2014,"Ashe",37009,53364
2014,"Avery",37011,35504
2014,"Beaufort",37013,92830
2014,"Bertie",37015,39500
2014,"Bladen",37017,65702
2014,"Brunswick",37019,230958
2014,"Buncombe",37021,504768
2014,"Burke",37023,175094
2014,"Cabarrus",37025,387458
2014,"Caldwell",37027,162552
2014,"Camden",37029,20054
2014,"Carteret",37031,136226
2014,"Caswell",37033,46370
2014,"Catawba",37035,312086
2014,"Chatham",37037,134560
2014,"Cherokee",37039,54420
2014,"Chowan",37041,28778
2014,"Clay",37043,21304
2014,"Cleveland",37045,194148
2014,"Columbus",37047,110650
2014,"Craven",37049,206438
2014,"Cumberland",37051,660044
2014,"Currituck",37053,49326
2014,"Dare",37055,69878
2014,"Davidson",37057,326562
2014,"Davie",37059,82024
2014,"Duplin",37061,109922
2014,"Durham",37063,588976
2014,"Edgecombe",37065,107628
2014,"Forsyth",37067,728414
2014,"Franklin",37069,123930
2014,"Gaston",37071,423108
2014,"Gates",37073,22700
2014,"Graham",37075,16996
2014,"Granville",37077,115412
2014,"Greene",37079,41668
2014,"Guilford",37081,1025120
2014,"Halifax",37083,103836
2014,"Harnett",37085,249058
2014,"Haywood",37087,118582
2014,"Henderson",37089,219594
2014,"Hertford",37091,47446
2014,"Hoke",37093,99922
2014,"Hyde",37095,10838
2014,"Iredell",37097,336120
2014,"Jackson",37099,81626
2014,"Johnston",37101,363088
2014,"Jones",37103,19830
2014,"Lee",37105,118974
2014,"Lenoir",37107,115412
2014,"Lincoln",37109,158460
2014,"Macon",37113,69162
2014,"Madison",37115,42272
2014,"Martin",37117,46614
2014,"McDowell",37111,89076
2014,"Mecklenburg",37119,2023490
2014,"Mitchell",37121,30300
2014,"Montgomery",37123,53266
2014,"Moore",37125,183240
2014,"Nash",37127,187588
2014,"New Hanover",37129,427126
2014,"Northampton",37131,40120
2014,"Onslow",37133,384746
2014,"Orange",37135,281180
2014,"Pamlico",37137,25414
2014,"Pasquotank",37139,79070
2014,"Pender",37141,109870
2014,"Perquimans",37143,26720
2014,"Person",37145,77314
2014,"Pitt",37147,338814
2014,"Polk",37149,39686
2014,"Randolph",37151,284616
2014,"Richmond",37153,89336
2014,"Robeson",37155,254764
2014,"Rockingham",37157,183900
2014,"Rowan",37159,280572
2014,"Rutherford",37161,131424
2014,"Sampson",37163,124190
2014,"Scotland",37165,70878
2014,"Stanly",37167,120630
2014,"State",37000,NA
2014,"Stokes",37169,91468
2014,"Surry",37171,144890
2014,"Swain",37173,29292
2014,"Transylvania",37175,65100
2014,"Tyrrell",37177,7974
2014,"Union",37179,430448
2014,"Vance",37181,87442
2014,"Wake",37183,1991040
2014,"Warren",37185,40192
2014,"Washington",37187,24242
2014,"Watauga",37189,103610
2014,"Wayne",37191,244216
2014,"Wilkes",37193,135424
2014,"Wilson",37195,158498
2014,"Yadkin",37197,74942
2014,"Yancey",37199,35512
2015,"Alamance",37001,314324
2015,"Alexander",37003,73180
2015,"Alleghany",37005,21830
2015,"Anson",37007,49198
2015,"Ashe",37009,52700
2015,"Avery",37011,35218
2015,"Beaufort",37013,92294
2015,"Bertie",37015,39074
2015,"Bladen",37017,64378
2015,"Brunswick",37019,236744
2015,"Buncombe",37021,512192
2015,"Burke",37023,174632
2015,"Cabarrus",37025,398910
2015,"Caldwell",37027,162220
2015,"Camden",37029,19968
2015,"Carteret",37031,136038
2015,"Caswell",37033,46240
2015,"Catawba",37035,312562
2015,"Chatham",37037,138204
2015,"Cherokee",37039,54688
2015,"Chowan",37041,28410
2015,"Clay",37043,21494
2015,"Cleveland",37045,194048
2015,"Columbus",37047,108978
2015,"Craven",37049,204096
2015,"Cumberland",37051,659686
2015,"Currituck",37053,50244
2015,"Dare",37055,70456
2015,"Davidson",37057,327300
2015,"Davie",37059,82414
2015,"Duplin",37061,107326
2015,"Durham",37063,599506
2015,"Edgecombe",37065,104840
2015,"Forsyth",37067,733450
2015,"Franklin",37069,125276
2015,"Gaston",37071,427804
2015,"Gates",37073,22182
2015,"Graham",37075,16710
2015,"Granville",37077,116142
2015,"Greene",37079,41370
2015,"Guilford",37081,1035020
2015,"Halifax",37083,102006
2015,"Harnett",37085,251408
2015,"Haywood",37087,119610
2015,"Henderson",37089,221892
2015,"Hertford",37091,46838
2015,"Hoke",37093,101326
2015,"Hyde",37095,10524
2015,"Iredell",37097,342558
2015,"Jackson",37099,82372
2015,"Johnston",37101,371890
2015,"Jones",37103,19590
2015,"Lee",37105,118790
2015,"Lenoir",37107,114342
2015,"Lincoln",37109,160220
2015,"Macon",37113,69790
2015,"Madison",37115,42258
2015,"Martin",37117,46398
2015,"McDowell",37111,88924
2015,"Mecklenburg",37119,2070958
2015,"Mitchell",37121,30108
2015,"Montgomery",37123,52894
2015,"Moore",37125,185090
2015,"Nash",37127,187010
2015,"New Hanover",37129,430766
2015,"Northampton",37131,39462
2015,"Onslow",37133,387220
2015,"Orange",37135,282530
2015,"Pamlico",37137,25222
2015,"Pasquotank",37139,79274
2015,"Pender",37141,111968
2015,"Perquimans",37143,26510
2015,"Person",37145,77586
2015,"Pitt",37147,338904
2015,"Polk",37149,39374
2015,"Randolph",37151,284504
2015,"Richmond",37153,88784
2015,"Robeson",37155,251418
2015,"Rockingham",37157,182876
2015,"Rowan",37159,282776
2015,"Rutherford",37161,130678
2015,"Sampson",37163,122656
2015,"Scotland",37165,70126
2015,"Stanly",37167,120632
2015,"State",37000,NA
2015,"Stokes",37169,90682
2015,"Surry",37171,142674
2015,"Swain",37173,29386
2015,"Transylvania",37175,65310
2015,"Tyrrell",37177,8042
2015,"Union",37179,438238
2015,"Vance",37181,86856
2015,"Wake",37183,2041842
2015,"Warren",37185,39854
2015,"Washington",37187,23830
2015,"Watauga",37189,104662
2015,"Wayne",37191,241646
2015,"Wilkes",37193,134680
2015,"Wilson",37195,158334
2015,"Yadkin",37197,74518
2015,"Yancey",37199,35532
2016,"Alamance",37001,321104
2016,"Alexander",37003,73478
2016,"Alleghany",37005,21832
2016,"Anson",37007,47914
2016,"Ashe",37009,52614
2016,"Avery",37011,35324
2016,"Beaufort",37013,91466
2016,"Bertie",37015,37552
2016,"Bladen",37017,62940
2016,"Brunswick",37019,242958
2016,"Buncombe",37021,520192
2016,"Burke",37023,175382
2016,"Cabarrus",37025,411432
2016,"Caldwell",37027,162316
2016,"Camden",37029,20008
2016,"Carteret",37031,135614
2016,"Caswell",37033,46166
2016,"Catawba",37035,313770
2016,"Chatham",37037,141148
2016,"Cherokee",37039,56156
2016,"Chowan",37041,28032
2016,"Clay",37043,21870
2016,"Cleveland",37045,194406
2016,"Columbus",37047,107278
2016,"Craven",37049,203750
2016,"Cumberland",37051,662052
2016,"Currituck",37053,51026
2016,"Dare",37055,71114
2016,"Davidson",37057,329498
2016,"Davie",37059,83262
2016,"Duplin",37061,105194
2016,"Durham",37063,612802
2016,"Edgecombe",37065,102594
2016,"Forsyth",37067,741418
2016,"Franklin",37069,127072
2016,"Gaston",37071,434668
2016,"Gates",37073,22208
2016,"Graham",37075,16714
2016,"Granville",37077,117708
2016,"Greene",37079,41752
2016,"Guilford",37081,1049966
2016,"Halifax",37083,101336
2016,"Harnett",37085,255672
2016,"Haywood",37087,121484
2016,"Henderson",37089,225520
2016,"Hertford",37091,45872
2016,"Hoke",37093,101706
2016,"Hyde",37095,10402
2016,"Iredell",37097,349764
2016,"Jackson",37099,84978
2016,"Johnston",37101,383348
2016,"Jones",37103,19264
2016,"Lee",37105,119976
2016,"Lenoir",37107,112788
2016,"Lincoln",37109,161734
2016,"Macon",37113,70508
2016,"Madison",37115,42590
2016,"Martin",37117,46042
2016,"McDowell",37111,88696
2016,"Mecklenburg",37119,2114044
2016,"Mitchell",37121,29982
2016,"Montgomery",37123,52304
2016,"Moore",37125,187690
2016,"Nash",37127,187066
2016,"New Hanover",37129,439708
2016,"Northampton",37131,38458
2016,"Onslow",37133,386312
2016,"Orange",37135,285504
2016,"Pamlico",37137,25322
2016,"Pasquotank",37139,79950
2016,"Pender",37141,114164
2016,"Perquimans",37143,26258
2016,"Person",37145,77726
2016,"Pitt",37147,337640
2016,"Polk",37149,39352
2016,"Randolph",37151,285542
2016,"Richmond",37153,87652
2016,"Robeson",37155,247084
2016,"Rockingham",37157,182352
2016,"Rowan",37159,285338
2016,"Rutherford",37161,129858
2016,"Sampson",37163,121130
2016,"Scotland",37165,70088
2016,"Stanly",37167,121270
2016,"State",37000,NA
2016,"Stokes",37169,90256
2016,"Surry",37171,142620
2016,"Swain",37173,29054
2016,"Transylvania",37175,65572
2016,"Tyrrell",37177,7794
2016,"Union",37179,447076
2016,"Vance",37181,86276
2016,"Wake",37183,2093320
2016,"Warren",37185,38998
2016,"Washington",37187,23322
2016,"Watauga",37189,106720
2016,"Wayne",37191,239716
2016,"Wilkes",37193,134624
2016,"Wilson",37195,158026
2016,"Yadkin",37197,74512
2016,"Yancey",37199,35762
2017,"Alamance",37001,327530
2017,"Alexander",37003,73366
2017,"Alleghany",37005,21830
2017,"Anson",37007,47052
2017,"Ashe",37009,52802
2017,"Avery",37011,35472
2017,"Beaufort",37013,90880
2017,"Bertie",37015,37186
2017,"Bladen",37017,61738
2017,"Brunswick",37019,249842
2017,"Buncombe",37021,524720
2017,"Burke",37023,176432
2017,"Cabarrus",37025,422762
2017,"Caldwell",37027,161804
2017,"Camden",37029,20006
2017,"Carteret",37031,135710
2017,"Caswell",37033,45946
2017,"Catawba",37035,315070
2017,"Chatham",37037,144680
2017,"Cherokee",37039,56592
2017,"Chowan",37041,27744
2017,"Clay",37043,22260
2017,"Cleveland",37045,194672
2017,"Columbus",37047,105950
2017,"Craven",37049,203726
2017,"Cumberland",37051,659278
2017,"Currituck",37053,52122
2017,"Dare",37055,71878
2017,"Davidson",37057,331160
2017,"Davie",37059,83964
2017,"Duplin",37061,102704
2017,"Durham",37063,621338
2017,"Edgecombe",37065,101366
2017,"Forsyth",37067,749378
2017,"Franklin",37069,129108
2017,"Gaston",37071,441674
2017,"Gates",37073,21984
2017,"Graham",37075,16432
2017,"Granville",37077,119790
2017,"Greene",37079,41672
2017,"Guilford",37081,1058196
2017,"Halifax",37083,100610
2017,"Harnett",37085,258506
2017,"Haywood",37087,123104
2017,"Henderson",37089,228070
2017,"Hertford",37091,45122
2017,"Hoke",37093,103538
2017,"Hyde",37095,10002
2017,"Iredell",37097,356416
2017,"Jackson",37099,85768
2017,"Johnston",37101,394906
2017,"Jones",37103,19082
2017,"Lee",37105,121432
2017,"Lenoir",37107,111456
2017,"Lincoln",37109,163836
2017,"Macon",37113,71454
2017,"Madison",37115,42642
2017,"Martin",37117,45578
2017,"McDowell",37111,89330
2017,"Mecklenburg",37119,2152714
2017,"Mitchell",37121,29986
2017,"Montgomery",37123,51804
2017,"Moore",37125,190688
2017,"Nash",37127,187918
2017,"New Hanover",37129,445938
2017,"Northampton",37131,37958
2017,"Onslow",37133,392044
2017,"Orange",37135,286414
2017,"Pamlico",37137,25028
2017,"Pasquotank",37139,79700
2017,"Pender",37141,116374
2017,"Perquimans",37143,26114
2017,"Person",37145,77692
2017,"Pitt",37147,338414
2017,"Polk",37149,39240
2017,"Randolph",37151,285578
2017,"Richmond",37153,87586
2017,"Robeson",37155,242750
2017,"Rockingham",37157,181158
2017,"Rowan",37159,287622
2017,"Rutherford",37161,130092
2017,"Sampson",37163,120402
2017,"Scotland",37165,69864
2017,"Stanly",37167,122912
2017,"State",37000,NA
2017,"Stokes",37169,89834
2017,"Surry",37171,142616
2017,"Swain",37173,28986
2017,"Transylvania",37175,65908
2017,"Tyrrell",37177,8040
2017,"Union",37179,455726
2017,"Vance",37181,85954
2017,"Wake",37183,2142998
2017,"Warren",37185,38662
2017,"Washington",37187,22944
2017,"Watauga",37189,108434
2017,"Wayne",37191,236132
2017,"Wilkes",37193,133702
2017,"Wilson",37195,157406
2017,"Yadkin",37197,74874
2017,"Yancey",37199,36108
2018,"Alamance",37001,334814
2018,"Alexander",37003,73328
2018,"Alleghany",37005,21848
2018,"Anson",37007,46150
2018,"Ashe",37009,53182
2018,"Avery",37011,35576
2018,"Beaufort",37013,90276
2018,"Bertie",37015,36740
2018,"Bladen",37017,60836
2018,"Brunswick",37019,258398
2018,"Buncombe",37021,529698
2018,"Burke",37023,176080
2018,"Cabarrus",37025,433152
2018,"Caldwell",37027,161330
2018,"Camden",37029,20248
2018,"Carteret",37031,135756
2018,"Caswell",37033,46210
2018,"Catawba",37035,316786
2018,"Chatham",37037,147972
2018,"Cherokee",37039,57500
2018,"Chowan",37041,27604
2018,"Clay",37043,22272
2018,"Cleveland",37045,195766
2018,"Columbus",37047,104372
2018,"Craven",37049,203618
2018,"Cumberland",37051,666154
2018,"Currituck",37053,53240
2018,"Dare",37055,72440
2018,"Davidson",37057,333626
2018,"Davie",37059,84204
2018,"Duplin",37061,100794
2018,"Durham",37063,631858
2018,"Edgecombe",37065,99720
2018,"Forsyth",37067,756196
2018,"Franklin",37069,131206
2018,"Gaston",37071,447496
2018,"Gates",37073,21810
2018,"Graham",37075,16198
2018,"Granville",37077,120952
2018,"Greene",37079,41436
2018,"Guilford",37081,1070300
2018,"Halifax",37083,99360
2018,"Harnett",37085,262318
2018,"Haywood",37087,123674
2018,"Henderson",37089,230240
2018,"Hertford",37091,44882
2018,"Hoke",37093,104130
